"gene","hgnc_symbol","description","gene_biotype"
"ENSG00000250899","","novel transcript","lncRNA"
"ENSG00000250900","TRIM7-AS1","TRIM7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40764]","lncRNA"
"ENSG00000250903","GMDS-DT","GMDS divergent transcript [Source:HGNC Symbol;Acc:HGNC:48993]","lncRNA"
"ENSG00000250910","","novel transcript, antisense to MAP9","lncRNA"
"ENSG00000250933","GAPDHP66","glyceraldehyde-3-phosphate dehydrogenase pseudogene 66 [Source:HGNC Symbol;Acc:HGNC:4144]","processed_pseudogene"
"ENSG00000250934","","novel transcript","lncRNA"
"ENSG00000250938","MAD2L1-DT","MAD2L1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55546]","lncRNA"
"ENSG00000250950","","novel transcript","lncRNA"
"ENSG00000250959","GLUD1P3","glutamate dehydrogenase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4338]","transcribed_unprocessed_pseudogene"
"ENSG00000250974","LINC02196","long intergenic non-protein coding RNA 2196 [Source:HGNC Symbol;Acc:HGNC:53062]","lncRNA"
"ENSG00000250979","","transient receptor potential cation channel, subfamily A, member 1 (TRPA1) pseudogene","unprocessed_pseudogene"
"ENSG00000250986","LINC02600","long intergenic non-protein coding RNA 2600 [Source:HGNC Symbol;Acc:HGNC:53177]","lncRNA"
"ENSG00000250988","SNHG21","small nucleolar RNA host gene 21 [Source:HGNC Symbol;Acc:HGNC:50284]","lncRNA"
"ENSG00000250999","","novel transcript","lncRNA"
"ENSG00000251002","","novel transcript, antisense to IG_gene_cluster","lncRNA"
"ENSG00000251003","ZFPM2-AS1","ZFPM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50698]","lncRNA"
"ENSG00000251011","TMEM108-AS1","TMEM108 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50307]","lncRNA"
"ENSG00000251022","THAP9-AS1","THAP9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44172]","lncRNA"
"ENSG00000251023","","novel transcript","lncRNA"
"ENSG00000251026","LINC02163","long intergenic non-protein coding RNA 2163 [Source:HGNC Symbol;Acc:HGNC:53024]","lncRNA"
"ENSG00000251031","","novel transcript","lncRNA"
"ENSG00000251034","","novel transcript","lncRNA"
"ENSG00000251046","ZNF969P","zinc finger protein 969, pseudogene [Source:HGNC Symbol;Acc:HGNC:44211]","processed_pseudogene"
"ENSG00000251056","ANKRD20A17P","ankyrin repeat domain 20 family member A17, pseudogene [Source:HGNC Symbol;Acc:HGNC:43608]","unprocessed_pseudogene"
"ENSG00000251075","HTT-AS","HTT antisense RNA [Source:HGNC Symbol;Acc:HGNC:37118]","lncRNA"
"ENSG00000251079","BMS1P2","BMS1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23650]","transcribed_unprocessed_pseudogene"
"ENSG00000251095","","novel transcript","lncRNA"
"ENSG00000251136","RIPK2-DT","RIPK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55545]","lncRNA"
"ENSG00000251138","LINC02882","long intergenic non-protein coding RNA 2882 [Source:HGNC Symbol;Acc:HGNC:54802]","lncRNA"
"ENSG00000251141","MRPS30-DT","MRPS30 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53420]","lncRNA"
"ENSG00000251143","","novel transcript","lncRNA"
"ENSG00000251152","","novel transcript","lncRNA"
"ENSG00000251161","","novel transcript","lncRNA"
"ENSG00000251165","F11-AS1","F11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27725]","lncRNA"
"ENSG00000251192","ZNF674","zinc finger protein 674 [Source:HGNC Symbol;Acc:HGNC:17625]","protein_coding"
"ENSG00000251201","TMED7-TICAM2","TMED7-TICAM2 readthrough [Source:HGNC Symbol;Acc:HGNC:33945]","protein_coding"
"ENSG00000251209","LINC00923","long intergenic non-protein coding RNA 923 [Source:HGNC Symbol;Acc:HGNC:28088]","lncRNA"
"ENSG00000251244","","novel transcript","lncRNA"
"ENSG00000251247","ZNF345","zinc finger protein 345 [Source:HGNC Symbol;Acc:HGNC:16367]","protein_coding"
"ENSG00000251250","","pseudogene similar to part of hect domain and RLD 2 HERC2","transcribed_unprocessed_pseudogene"
"ENSG00000251279","SMIM15-AS1","SMIM15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41293]","lncRNA"
"ENSG00000251287","ALG1L2","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2 [Source:HGNC Symbol;Acc:HGNC:37258]","protein_coding"
"ENSG00000251293","","novel transcript","lncRNA"
"ENSG00000251322","SHANK3","SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]","protein_coding"
"ENSG00000251348","HSPD1P11","heat shock protein family D (Hsp60) member 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35142]","processed_pseudogene"
"ENSG00000251349","MSANTD3-TMEFF1","MSANTD3-TMEFF1 readthrough [Source:HGNC Symbol;Acc:HGNC:38838]","protein_coding"
"ENSG00000251350","LINC02475","long intergenic non-protein coding RNA 2475 [Source:HGNC Symbol;Acc:HGNC:53418]","lncRNA"
"ENSG00000251359","WWC2-AS2","WWC2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26390]","lncRNA"
"ENSG00000251364","","novel transcript, antisense to OLFML1","lncRNA"
"ENSG00000251365","LINC02236","long intergenic non-protein coding RNA 2236 [Source:HGNC Symbol;Acc:HGNC:53107]","lncRNA"
"ENSG00000251369","ZNF550","zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]","protein_coding"
"ENSG00000251372","LINC00499","long intergenic non-protein coding RNA 499 [Source:HGNC Symbol;Acc:HGNC:43436]","lncRNA"
"ENSG00000251379","","novel transcript","lncRNA"
"ENSG00000251381","LINC00958","long intergenic non-protein coding RNA 958 [Source:HGNC Symbol;Acc:HGNC:48671]","lncRNA"
"ENSG00000251393","","novel transcript, antisense to NUMB and HEATR4","lncRNA"
"ENSG00000251396","LINC01301","long intergenic non-protein coding RNA 1301 [Source:HGNC Symbol;Acc:HGNC:50464]","lncRNA"
"ENSG00000251400","ALDH7A1P1","aldehyde dehydrogenase 7 family member A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:878]","processed_pseudogene"
"ENSG00000251408","","novel transcript","lncRNA"
"ENSG00000251410","","novel transcript","lncRNA"
"ENSG00000251417","","novel transcript","lncRNA"
"ENSG00000251423","","novel transcript","lncRNA"
"ENSG00000251429","AIDAP2","AIDA pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54664]","transcribed_processed_pseudogene"
"ENSG00000251432","LINC02615","long intergenic non-protein coding RNA 2615 [Source:HGNC Symbol;Acc:HGNC:53402]","lncRNA"
"ENSG00000251442","LINC01094","long intergenic non-protein coding RNA 1094 [Source:HGNC Symbol;Acc:HGNC:49219]","lncRNA"
"ENSG00000251448","","novel transcript","lncRNA"
"ENSG00000251450","RASGRF2-AS1","RASGRF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40499]","lncRNA"
"ENSG00000251474","RPL32P3","ribosomal protein L32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:27024]","transcribed_unprocessed_pseudogene"
"ENSG00000251485","NRBF2P6","NRBF2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54797]","processed_pseudogene"
"ENSG00000251493","FOXD1","forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802]","protein_coding"
"ENSG00000251503","CENPS-CORT","CENPS-CORT readthrough [Source:HGNC Symbol;Acc:HGNC:38843]","protein_coding"
"ENSG00000251536","","novel transcript","lncRNA"
"ENSG00000251555","","novel transcript","lncRNA"
"ENSG00000251562","MALAT1","metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]","lncRNA"
"ENSG00000251580","LINC02482","long intergenic non-protein coding RNA 2482 [Source:HGNC Symbol;Acc:HGNC:53458]","lncRNA"
"ENSG00000251595","ABCA11P","ATP binding cassette subfamily A member 11, pseudogene [Source:HGNC Symbol;Acc:HGNC:31]","transcribed_processed_pseudogene"
"ENSG00000251600","","novel transcript, antisense to GYPA","lncRNA"
"ENSG00000251602","","novel transcript, antisense to MTA1","lncRNA"
"ENSG00000251615","","novel transcript","lncRNA"
"ENSG00000251620","STPG2-AS1","STPG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41209]","lncRNA"
"ENSG00000251621","","novel transcript","lncRNA"
"ENSG00000251623","","family with sequence similarity 153 member B [Source:NCBI gene (formerly Entrezgene);Acc:202134]","transcribed_processed_pseudogene"
"ENSG00000251629","LINC02241","long intergenic non-protein coding RNA 2241 [Source:HGNC Symbol;Acc:HGNC:53126]","lncRNA"
"ENSG00000251632","LINC02172","long intergenic non-protein coding RNA 2172 [Source:HGNC Symbol;Acc:HGNC:53034]","lncRNA"
"ENSG00000251637","LINC02754","long intergenic non-protein coding RNA 2754 [Source:HGNC Symbol;Acc:HGNC:54274]","lncRNA"
"ENSG00000251660","","novel transcript","lncRNA"
"ENSG00000251661","","novel transcript, antisense to IFITM3","lncRNA"
"ENSG00000251664","PCDHA12","protocadherin alpha 12 [Source:HGNC Symbol;Acc:HGNC:8666]","protein_coding"
"ENSG00000251666","ZNF346-IT1","ZNF346 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41423]","lncRNA"
"ENSG00000251669","FAM86EP","family with sequence similarity 86 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:28017]","transcribed_unprocessed_pseudogene"
"ENSG00000251676","SNHG27","small nucleolar RNA host gene 27 [Source:HGNC Symbol;Acc:HGNC:53481]","lncRNA"
"ENSG00000251680","","novel transcript","lncRNA"
"ENSG00000251682","","DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 (DDX25) pseudogene","processed_pseudogene"
"ENSG00000251791","SCARNA6","small Cajal body-specific RNA 6 [Source:HGNC Symbol;Acc:HGNC:32562]","scaRNA"
"ENSG00000251867","","novel transcript, antisense to ZBTB10","lncRNA"
"ENSG00000252010","SCARNA5","small Cajal body-specific RNA 5 [Source:HGNC Symbol;Acc:HGNC:32561]","scaRNA"
"ENSG00000252481","SCARNA13","small Cajal body-specific RNA 13 [Source:HGNC Symbol;Acc:HGNC:32570]","scaRNA"
"ENSG00000252690","","TEC","lncRNA"
"ENSG00000253102","","novel transcript, antisense to LRRC59","lncRNA"
"ENSG00000253103","LINC01609","long intergenic non-protein coding RNA 1609 [Source:HGNC Symbol;Acc:HGNC:51663]","lncRNA"
"ENSG00000253106","","novel transcript, antisense to TATDN1","lncRNA"
"ENSG00000253133","GPAT4-AS1","GPAT4 and GINS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55539]","lncRNA"
"ENSG00000253159","PCDHGA12","protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]","protein_coding"
"ENSG00000253161","LINC01605","long intergenic non-protein coding RNA 1605 [Source:HGNC Symbol;Acc:HGNC:51654]","lncRNA"
"ENSG00000253183","","suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) (ST13) pseudogene","processed_pseudogene"
"ENSG00000253200","","novel transcript, antisense to KIAA1967","lncRNA"
"ENSG00000253203","GUSBP3","GUSB pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37301]","transcribed_unprocessed_pseudogene"
"ENSG00000253210","DENND3-AS1","DENND3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55537]","lncRNA"
"ENSG00000253214","","novel transcript","lncRNA"
"ENSG00000253230","MIR124-1HG","MIR124-1 host gene [Source:HGNC Symbol;Acc:HGNC:27231]","lncRNA"
"ENSG00000253250","C8orf88","chromosome 8 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:44672]","protein_coding"
"ENSG00000253251","SHLD3","shieldin complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:53826]","protein_coding"
"ENSG00000253266","","novel transcript","lncRNA"
"ENSG00000253276","CCDC71L","coiled-coil domain containing 71 like [Source:HGNC Symbol;Acc:HGNC:26685]","protein_coding"
"ENSG00000253282","","novel transcript","lncRNA"
"ENSG00000253284","","novel transcript","lncRNA"
"ENSG00000253288","","novel transcript","lncRNA"
"ENSG00000253301","LINC01606","long intergenic non-protein coding RNA 1606 [Source:HGNC Symbol;Acc:HGNC:51656]","lncRNA"
"ENSG00000253302","STAU2-AS1","STAU2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44101]","lncRNA"
"ENSG00000253304","TMEM200B","transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]","protein_coding"
"ENSG00000253305","PCDHGB6","protocadherin gamma subfamily B, 6 [Source:HGNC Symbol;Acc:HGNC:8713]","protein_coding"
"ENSG00000253320","MAILR","macrophage interferon regulatory lncRNA [Source:HGNC Symbol;Acc:HGNC:51558]","lncRNA"
"ENSG00000253326","","novel pseudogene","processed_pseudogene"
"ENSG00000253327","RAD21-AS1","RAD21 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32158]","lncRNA"
"ENSG00000253336","","hydroxysteroid (17-beta) dehydrogenase 4 (HSD17B4) pseudogene","processed_pseudogene"
"ENSG00000253352","TUG1","taurine up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:26066]","protein_coding"
"ENSG00000253361","","novel transcript","lncRNA"
"ENSG00000253368","TRNP1","TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]","protein_coding"
"ENSG00000253392","","novel transcript, antisense to ZNF57","lncRNA"
"ENSG00000253394","LINC00534","long intergenic non-protein coding RNA 534 [Source:HGNC Symbol;Acc:HGNC:43643]","lncRNA"
"ENSG00000253438","PCAT1","prostate cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:43022]","lncRNA"
"ENSG00000253452","","novel transcript","lncRNA"
"ENSG00000253457","SMIM18","small integral membrane protein 18 [Source:HGNC Symbol;Acc:HGNC:42973]","protein_coding"
"ENSG00000253477","","novel transcript","lncRNA"
"ENSG00000253485","PCDHGA5","protocadherin gamma subfamily A, 5 [Source:HGNC Symbol;Acc:HGNC:8703]","protein_coding"
"ENSG00000253505","","novel transcript","lncRNA"
"ENSG00000253516","HMGB1P41","high mobility group box 1 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:39188]","processed_pseudogene"
"ENSG00000253521","HPYR1","Helicobacter pylori responsive 1 [Source:HGNC Symbol;Acc:HGNC:16071]","lncRNA"
"ENSG00000253535","","novel transcript","lncRNA"
"ENSG00000253537","PCDHGA7","protocadherin gamma subfamily A, 7 [Source:HGNC Symbol;Acc:HGNC:8705]","protein_coding"
"ENSG00000253540","FAM86HP","family with sequence similarity 86 member H, pseudogene [Source:HGNC Symbol;Acc:HGNC:42359]","transcribed_unprocessed_pseudogene"
"ENSG00000253549","CA3-AS1","CA3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51657]","lncRNA"
"ENSG00000253553","","novel transcript, antisense to MMP16","lncRNA"
"ENSG00000253554","LINC01414","long intergenic non-protein coding RNA 1414 [Source:HGNC Symbol;Acc:HGNC:50707]","lncRNA"
"ENSG00000253598","SLC10A5","solute carrier family 10 member 5 [Source:HGNC Symbol;Acc:HGNC:22981]","protein_coding"
"ENSG00000253633","","novel transcript","lncRNA"
"ENSG00000253636","","novel transcript","lncRNA"
"ENSG00000253641","","novel transcript","lncRNA"
"ENSG00000253642","","novel transcript","lncRNA"
"ENSG00000253661","ZFHX4-AS1","ZFHX4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44165]","lncRNA"
"ENSG00000253669","GASAL1","growth arrest associated lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:53461]","lncRNA"
"ENSG00000253671","","novel transcript","lncRNA"
"ENSG00000253686","LINC01484","long intergenic non-protein coding RNA 1484 [Source:HGNC Symbol;Acc:HGNC:51136]","lncRNA"
"ENSG00000253704","VIRMA-DT","VIRMA divergent transcript [Source:HGNC Symbol;Acc:HGNC:55531]","lncRNA"
"ENSG00000253710","ALG11","ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]","protein_coding"
"ENSG00000253712","LINC02886","long intergenic non-protein coding RNA 2886 [Source:HGNC Symbol;Acc:HGNC:54867]","lncRNA"
"ENSG00000253715","","novel transcript","lncRNA"
"ENSG00000253716","MINCR","MYC-induced long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:51653]","lncRNA"
"ENSG00000253719","ATXN7L3B","ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]","protein_coding"
"ENSG00000253720","","novel transcript","lncRNA"
"ENSG00000253726","","novel transcript","lncRNA"
"ENSG00000253729","PRKDC","protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]","protein_coding"
"ENSG00000253731","PCDHGA6","protocadherin gamma subfamily A, 6 [Source:HGNC Symbol;Acc:HGNC:8704]","protein_coding"
"ENSG00000253734","LINC01289","long intergenic non-protein coding RNA 1289 [Source:HGNC Symbol;Acc:HGNC:50354]","lncRNA"
"ENSG00000253738","OTUD6B-AS1","OTUD6B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50466]","lncRNA"
"ENSG00000253741","LNCOC1","lncRNA associated with ovarian cancer 1 [Source:HGNC Symbol;Acc:HGNC:53947]","lncRNA"
"ENSG00000253762","","novel transcript","lncRNA"
"ENSG00000253764","KBTBD11-AS1","KBTBD11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55530]","lncRNA"
"ENSG00000253767","PCDHGA8","protocadherin gamma subfamily A, 8 [Source:HGNC Symbol;Acc:HGNC:8706]","protein_coding"
"ENSG00000253771","TPTE2P1","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35196]","transcribed_unprocessed_pseudogene"
"ENSG00000253773","CFAP418-AS1","CFAP418 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50444]","lncRNA"
"ENSG00000253807","LINC01170","long intergenic non-protein coding RNA 1170 [Source:HGNC Symbol;Acc:HGNC:49542]","lncRNA"
"ENSG00000253837","","novel transcript","lncRNA"
"ENSG00000253846","PCDHGA10","protocadherin gamma subfamily A, 10 [Source:HGNC Symbol;Acc:HGNC:8697]","protein_coding"
"ENSG00000253851","","novel transcript","lncRNA"
"ENSG00000253853","","novel transcript","lncRNA"
"ENSG00000253854","","novel transcript","lncRNA"
"ENSG00000253868","FER1L6-AS2","FER1L6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:26534]","lncRNA"
"ENSG00000253872","","novel transcript","lncRNA"
"ENSG00000253873","PCDHGA11","protocadherin gamma subfamily A, 11 [Source:HGNC Symbol;Acc:HGNC:8698]","protein_coding"
"ENSG00000253875","","novel transcript","lncRNA"
"ENSG00000253877","LINC01608","long intergenic non-protein coding RNA 1608 [Source:HGNC Symbol;Acc:HGNC:51662]","lncRNA"
"ENSG00000253882","","family with sequence similarity 115, member C (FAM115C) pseudogene","transcribed_unprocessed_pseudogene"
"ENSG00000253891","","novel transcript","lncRNA"
"ENSG00000253893","FAM85B","family with sequence similarity 85 member B [Source:HGNC Symbol;Acc:HGNC:32160]","lncRNA"
"ENSG00000253894","","novel transcript","lncRNA"
"ENSG00000253910","PCDHGB2","protocadherin gamma subfamily B, 2 [Source:HGNC Symbol;Acc:HGNC:8709]","protein_coding"
"ENSG00000253932","","novel transcript","lncRNA"
"ENSG00000253944","MTUS1-DT","MTUS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55525]","lncRNA"
"ENSG00000253948","VPS13B-DT","VPS13B divergent transcript [Source:HGNC Symbol;Acc:HGNC:54375]","lncRNA"
"ENSG00000253953","PCDHGB4","protocadherin gamma subfamily B, 4 [Source:HGNC Symbol;Acc:HGNC:8711]","protein_coding"
"ENSG00000253958","CLDN23","claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]","protein_coding"
"ENSG00000253973","NRIP3-DT","NRIP3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55524]","lncRNA"
"ENSG00000253981","ALG1L13P","ALG1 like 13, pseudogene [Source:HGNC Symbol;Acc:HGNC:44382]","transcribed_unprocessed_pseudogene"
"ENSG00000253982","CLN8-AS1","CLN8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55523]","lncRNA"
"ENSG00000254004","ZNF260","zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]","protein_coding"
"ENSG00000254027","","novel transcript","lncRNA"
"ENSG00000254035","","novel transcript","lncRNA"
"ENSG00000254044","","novel transcript, sense overlapping to STPG2","lncRNA"
"ENSG00000254081","LINC01299","long intergenic non-protein coding RNA 1299 [Source:HGNC Symbol;Acc:HGNC:27839]","lncRNA"
"ENSG00000254087","LYN","LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]","protein_coding"
"ENSG00000254092","","novel transcript","lncRNA"
"ENSG00000254093","PINX1","PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]","protein_coding"
"ENSG00000254101","LINC02055","long intergenic non-protein coding RNA 2055 [Source:HGNC Symbol;Acc:HGNC:52895]","lncRNA"
"ENSG00000254102","","novel transcript","lncRNA"
"ENSG00000254122","PCDHGB7","protocadherin gamma subfamily B, 7 [Source:HGNC Symbol;Acc:HGNC:8714]","protein_coding"
"ENSG00000254126","CD8B2","CD8b2 molecule [Source:HGNC Symbol;Acc:HGNC:1708]","protein_coding"
"ENSG00000254154","CRYZL2P-SEC16B","CRYZL2P-SEC16B readthrough [Source:HGNC Symbol;Acc:HGNC:53757]","lncRNA"
"ENSG00000254162","","novel transcript","lncRNA"
"ENSG00000254180","","novel transcript","lncRNA"
"ENSG00000254186","","novel transcript","lncRNA"
"ENSG00000254187","","novel transcript","lncRNA"
"ENSG00000254206","NPIPB11","nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]","protein_coding"
"ENSG00000254211","LINC01485","long intergenic non-protein coding RNA 1485 [Source:HGNC Symbol;Acc:HGNC:51138]","lncRNA"
"ENSG00000254221","PCDHGB1","protocadherin gamma subfamily B, 1 [Source:HGNC Symbol;Acc:HGNC:8708]","protein_coding"
"ENSG00000254231","WWP1-AS1","WWP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55520]","lncRNA"
"ENSG00000254245","PCDHGA3","protocadherin gamma subfamily A, 3 [Source:HGNC Symbol;Acc:HGNC:8701]","protein_coding"
"ENSG00000254254","PENK-AS1","PENK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55519]","lncRNA"
"ENSG00000254258","","novel transcript","lncRNA"
"ENSG00000254273","","chromatin accessibility complex protein 1 (CHRAC1) pseudogene","processed_pseudogene"
"ENSG00000254303","","novel transcript","lncRNA"
"ENSG00000254319","","novel transcript","lncRNA"
"ENSG00000254337","","novel transcript","lncRNA"
"ENSG00000254343","","novel transcript","lncRNA"
"ENSG00000254348","","patched homolog 1 (Drosophila) (PTCH1) pseudogene","processed_pseudogene"
"ENSG00000254349","MIR2052HG","MIR2052 host gene [Source:HGNC Symbol;Acc:HGNC:51555]","lncRNA"
"ENSG00000254361","","novel transcript","lncRNA"
"ENSG00000254377","MIR124-2HG","MIR124-2 host gene [Source:HGNC Symbol;Acc:HGNC:48723]","lncRNA"
"ENSG00000254389","RHPN1-AS1","RHPN1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:28457]","lncRNA"
"ENSG00000254394","","novel transcript","lncRNA"
"ENSG00000254402","LRRC24","leucine rich repeat containing 24 [Source:HGNC Symbol;Acc:HGNC:28947]","protein_coding"
"ENSG00000254413","CHKB-CPT1B","CHKB-CPT1B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41998]","protein_coding"
"ENSG00000254415","SIGLEC14","sialic acid binding Ig like lectin 14 [Source:HGNC Symbol;Acc:HGNC:32926]","protein_coding"
"ENSG00000254416","LINC02732","long intergenic non-protein coding RNA 2732 [Source:HGNC Symbol;Acc:HGNC:54249]","lncRNA"
"ENSG00000254427","LINC02696","long intergenic non-protein coding RNA 2696 [Source:HGNC Symbol;Acc:HGNC:54210]","lncRNA"
"ENSG00000254447","OR7E11P","olfactory receptor family 7 subfamily E member 11 pseudogene [Source:HGNC Symbol;Acc:HGNC:8382]","lncRNA"
"ENSG00000254452","","novel transcript","lncRNA"
"ENSG00000254454","RCC2P6","regulator of chromosome condensation 2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42382]","processed_pseudogene"
"ENSG00000254467","","novel transcript","lncRNA"
"ENSG00000254469","XNDC1N","XRCC1 N-terminal domain containing 1, N-terminal like [Source:HGNC Symbol;Acc:HGNC:54661]","protein_coding"
"ENSG00000254470","AP5B1","adaptor related protein complex 5 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:25104]","protein_coding"
"ENSG00000254473","UBQLN1-AS1","UBQLN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55518]","lncRNA"
"ENSG00000254486","LINC02547","long intergenic non-protein coding RNA 2547 [Source:HGNC Symbol;Acc:HGNC:53582]","lncRNA"
"ENSG00000254489","MPPED2-AS1","MPPED2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53909]","lncRNA"
"ENSG00000254501","","novel transcript","lncRNA"
"ENSG00000254505","CHMP4A","charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:HGNC:20274]","protein_coding"
"ENSG00000254506","","novel pseudogene","transcribed_processed_pseudogene"
"ENSG00000254507","DEFB131E","defensin beta 131E (pseudogene) [Source:HGNC Symbol;Acc:HGNC:39765]","transcribed_processed_pseudogene"
"ENSG00000254528","","novel transcript, antisense to FXYD6","lncRNA"
"ENSG00000254531","","uncharacterized LOC90024 [Source:NCBI gene (formerly Entrezgene);Acc:90024]","lncRNA"
"ENSG00000254535","PABPC4L","poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955]","protein_coding"
"ENSG00000254536","","novel protein","protein_coding"
"ENSG00000254539","","novel transcript","lncRNA"
"ENSG00000254547","","Ankyrin repeat domain-containing pseudogene","unprocessed_pseudogene"
"ENSG00000254556","","novel transcript","lncRNA"
"ENSG00000254561","","novel transcript, antisense to PVRL1","lncRNA"
"ENSG00000254579","","zinc finger protein pseudogene","transcribed_processed_pseudogene"
"ENSG00000254585","MAGEL2","MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814]","protein_coding"
"ENSG00000254602","","novel transcript, sense overlapping CLP1","lncRNA"
"ENSG00000254610","","RNA binding protein, fox-1 homolog (C. elegans) 1 (RBFOX1) pseudogene","transcribed_unprocessed_pseudogene"
"ENSG00000254614","","novel transcript, antisense to CAPN1","lncRNA"
"ENSG00000254615","","","no longer in the database"
"ENSG00000254634","SMG1P6","SMG1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49863]","unprocessed_pseudogene"
"ENSG00000254635","WAC-AS1","WAC antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27347]","lncRNA"
"ENSG00000254656","RTL1","retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665]","protein_coding"
"ENSG00000254664","","novel transcript","lncRNA"
"ENSG00000254676","","novel transcript, sense overlapping PCF11","lncRNA"
"ENSG00000254681","PKD1P5","polycystin 1, transient receptor potential channel interacting pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30069]","transcribed_unprocessed_pseudogene"
"ENSG00000254682","","novel transcript","lncRNA"
"ENSG00000254685","FPGT","fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]","protein_coding"
